Variables,Unit,Test_mean,Ref._mean,Mean_Bias,Test_STD,Ref._STD,RMSE,Correlation
T-850mb global ERA5,K,281.215,281.035,0.179,10.695,11.714,1.354,0.993
T-200mb global ERA5,K,219.947,218.721,1.226,2.719,2.056,2.222,0.732
TAUXY ocean ERA5,N/m^2,0.07,0.066,0.003,0.057,0.052,0.022,0.922
LHFLX global MERRA2,W/m2,86.211,83.468,2.743,53.309,52.675,16.546,0.953
SHFLX global MERRA2,W/m2,20.431,19.671,0.76,18.905,23.252,11.652,0.868
PSL global MERRA2,mbar,1011.594,1010.968,0.627,9.754,8.267,2.603,0.974
FSNS global MERRA2,W/m2,162.086,163.778,-1.691,72.385,72.792,16.997,0.973
FLNS global MERRA2,W/m2,54.44,62.67,-8.231,19.548,19.262,12.091,0.896
NET_FLUX_SRF global MERRA2,W/m2,0.082,-2.032,2.114,46.379,44.025,24.024,0.861
PRECT global MERRA2,mm/day,2.961,2.902,0.058,2.276,2.74,1.632,0.804
TMQ global MERRA2,kg/m2,25.879,24.874,1.005,15.73,15.828,3.056,0.983
U-850mb global MERRA2,m/s,1.16,0.839,0.321,6.226,5.745,1.511,0.973
U-200mb global MERRA2,m/s,18.669,17.524,1.145,12.141,11.753,4.207,0.943
Z3-500mb global MERRA2,hectometer,56.652,56.561,0.091,2.748,2.604,0.281,0.997
OMEGA-200mb global MERRA2,mbar/day,0.201,-0.103,0.304,11.598,9.885,8.081,0.728
OMEGA-500mb global MERRA2,mbar/day,-0.014,0.052,-0.066,20.568,24.129,16.418,0.741
OMEGA-850mb global MERRA2,mbar/day,-0.466,0.125,-0.591,28.025,35.908,24.979,0.689
T-850mb global MERRA2,K,281.215,281.352,-0.138,10.695,10.683,1.312,0.993
T-200mb global MERRA2,K,219.947,218.869,1.077,2.719,2.018,2.193,0.712
TAUXY ocean MERRA2,N/m^2,0.07,0.074,-0.004,0.057,0.055,0.018,0.951
CLDTOT_TAU1.3_ISCCP global ISCCPCOSP,%,47.37,51.181,-3.811,21.132,17.339,10.983,0.874
CLDTOT_TAU1.3_9.4_ISCCP global ISCCPCOSP,%,23.133,33.925,-10.792,8.815,10.944,14.108,0.594
CLDTOT_TAU9.4_ISCCP global ISCCPCOSP,%,24.237,17.256,6.981,14.523,10.384,13.259,0.636
CLDTOT_TAU1.3_MISR global MISRCOSP,%,47.357,51.892,-4.535,21.317,19.901,9.743,0.889
CLDTOT_TAU1.3_9.4_MISR global MISRCOSP,%,23.127,30.973,-7.846,8.915,8.71,9.015,0.785
CLDTOT_TAU9.4_MISR global MISRCOSP,%,24.23,20.919,3.311,14.664,12.582,10.308,0.84
CLDLOW_TAU1.3_MISR global MISRCOSP,%,27.929,29.841,-1.912,20.333,15.783,10.777,0.861
CLDLOW_TAU1.3_9.4_MISR global MISRCOSP,%,14.694,19.797,-5.103,10.528,8.581,6.356,0.849
CLDLOW_TAU9.4_MISR global MISRCOSP,%,13.235,10.044,3.191,10.861,8.084,8.983,0.779
CLDTOT_TAU1.3_MODIS global MODISCOSP,%,46.153,46.896,-0.743,21.027,21.081,10.658,0.872
CLDTOT_TAU1.3_9.4_MODIS global MODISCOSP,%,22.249,24.067,-1.818,8.576,8.941,7.8,0.626
CLDTOT_TAU9.4_MODIS global MODISCOSP,%,23.903,22.829,1.074,14.69,14.466,9.182,0.804
CLDHGH_TAU1.3_MODIS global MODISCOSP,%,15.891,21.058,-5.167,9.541,11.919,8.627,0.815
CLDHGH_TAU1.3_9.4_MODIS global MODISCOSP,%,7.31,10.675,-3.366,4.622,6.433,5.446,0.747
CLDHGH_TAU9.4_MODIS global MODISCOSP,%,8.582,10.382,-1.801,5.953,6.829,4.548,0.795
CLDTOT_CAL global CALIPSOCOSP,%,65.639,66.845,-1.207,16.873,15.845,10.072,0.815
CLDLOW_CAL global CALIPSOCOSP,%,31.77,36.982,-5.212,21.666,17.833,12.517,0.856
CLDMED_CAL global CALIPSOCOSP,%,13.316,17.924,-4.608,9.079,10.476,7.79,0.808
CLDHGH_CAL global CALIPSOCOSP,%,39.192,32.759,6.434,15.692,14.533,12.111,0.777
TGCLDLWP_OCN global SSMI,g/m^2,59.963,999.999,999.999,21.662,999.999,999.999,999.999
AODVIS global MACv2,dimensionless,0.122,0.118,0.004,0.103,0.102,0.044,0.906
AODVIS global MERRA2_Aerosols,dimensionless,0.122,0.143,-0.022,0.103,0.095,0.046,0.917
AODDUST global MACv2,dimensionless,0.04,999.999,999.999,0.081,999.999,999.999,999.999
TREFHT global ERA5,DegC,14.214,14.243,-0.029,15.117,14.898,1.651,0.994
TREFHT land ERA5,DegC,7.854,8.73,-0.876,20.268,20.151,2.505,0.993
TREFHT global MERRA2,DegC,14.214,14.291,-0.077,15.117,15.279,1.521,0.995
TREFHT land MERRA2,DegC,7.854,8.082,-0.228,20.268,20.896,2.027,0.996
TREFMNAV global MERRA2,DegC,12.424,12.258,0.167,15.632,15.833,1.657,0.995
TREFMXAV global MERRA2,DegC,16.076,16.458,-0.383,14.897,15.18,1.956,0.992
TREF_range global MERRA2,K,3.651,4.201,-0.55,3.802,4.865,1.727,0.958
PminusE global GPCP_OAFLux,mm/day,-0.019,-0.111,0.093,2.259,2.261,1.265,0.862
PminusE global COREv2_Flux,mm/day,-0.019,-0.245,0.226,2.303,2.189,1.377,0.835
TCO global OMI-MLS,DU,28.641,30.756,-2.115,6.054,6.293,3.949,0.855
_ABURDENDUST global ,1e-6 kg/m2,89.594,999.999,999.999,199.237,999.999,999.999,999.999
_ABURDENBC global ,1e-6 kg/m2,0.192,999.999,999.999,0.304,999.999,999.999,999.999
_ABURDENSOA global ,1e-6 kg/m2,3.771,999.999,999.999,4.819,999.999,999.999,999.999
_ABURDENPOM global ,1e-6 kg/m2,0.952,999.999,999.999,1.48,999.999,999.999,999.999
_ABURDENSEASALT global ,1e-6 kg/m2,10.229,999.999,999.999,8.102,999.999,999.999,999.999
_ABURDENSO4 global ,1e-6 kg/m2,5.584,999.999,999.999,3.069,999.999,999.999,999.999
_ABURDENSO4_STR global ,1e-6 kg/m2,1.755,999.999,999.999,0.836,999.999,999.999,999.999
_ABURDENSO4_TRO global ,1e-6 kg/m2,3.829,999.999,999.999,2.836,999.999,999.999,999.999
_Mass_bc_srf global ,1e-12 kg/kg,87.166,999.999,999.999,230.507,999.999,999.999,999.999
_Mass_ncl_srf global ,1e-12 kg/kg,7689.772,999.999,999.999,6466.663,999.999,999.999,999.999
_Mass_so4_srf global ,1e-12 kg/kg,826.456,999.999,999.999,844.893,999.999,999.999,999.999
_Mass_dst_srf global ,1e-12 kg/kg,36390.601,999.999,999.999,109220.157,999.999,999.999,999.999
_Mass_pom_srf global ,1e-12 kg/kg,386.988,999.999,999.999,985.337,999.999,999.999,999.999
_Mass_soa_srf global ,1e-12 kg/kg,641.106,999.999,999.999,1397.48,999.999,999.999,999.999
_Mass_mom_srf global ,1e-12 kg/kg,87.695,999.999,999.999,90.904,999.999,999.999,999.999
_Mass_bc_850 global ,1e-12 kg/kg,50.433,999.999,999.999,105.027,999.999,999.999,999.999
_Mass_ncl_850 global ,1e-12 kg/kg,2154.093,999.999,999.999,1913.963,999.999,999.999,999.999
_Mass_so4_850 global ,1e-12 kg/kg,713.858,999.999,999.999,770.914,999.999,999.999,999.999
_Mass_dst_850 global ,1e-12 kg/kg,26060.49,999.999,999.999,71446.688,999.999,999.999,999.999
_Mass_pom_850 global ,1e-12 kg/kg,257.169,999.999,999.999,536.951,999.999,999.999,999.999
_Mass_soa_850 global ,1e-12 kg/kg,661.644,999.999,999.999,1298.627,999.999,999.999,999.999
_Mass_mom_850 global ,1e-12 kg/kg,30.168,999.999,999.999,25.176,999.999,999.999,999.999
_Mass_bc_330 global ,1e-12 kg/kg,8.898,999.999,999.999,12.246,999.999,999.999,999.999
_Mass_ncl_330 global ,1e-12 kg/kg,70.064,999.999,999.999,42.788,999.999,999.999,999.999
_Mass_so4_330 global ,1e-12 kg/kg,338.966,999.999,999.999,270.357,999.999,999.999,999.999
_Mass_dst_330 global ,1e-12 kg/kg,3274.1,999.999,999.999,7182.814,999.999,999.999,999.999
_Mass_pom_330 global ,1e-12 kg/kg,41.01,999.999,999.999,53.255,999.999,999.999,999.999
_Mass_soa_330 global ,1e-12 kg/kg,388.321,999.999,999.999,329.324,999.999,999.999,999.999
_Mass_mom_330 global ,1e-12 kg/kg,1.986,999.999,999.999,1.814,999.999,999.999,999.999
